"행정구역(시군구)별(1)",행정구역(시군구)별(2),2022,2022,2022
"행정구역(시군구)별(1)",행정구역(시군구)별(2),총인구수 (명),남자인구수 (명),여자인구수 (명)
"전국",소계,51439038,25636951,25802087
"서울특별시",소계,9428372,4570048,4858324
"서울특별시",종로구,141379,68395,72984
"서울특별시",중구,120437,58563,61874
"서울특별시",용산구,218650,105087,113563
"서울특별시",성동구,281000,136633,144367
"서울특별시",광진구,337416,162541,174875
"서울특별시",동대문구,336644,165755,170889
"서울특별시",중랑구,385318,189537,195781
"서울특별시",성북구,430397,206961,223436
"서울특별시",강북구,293660,142567,151093
"서울특별시",도봉구,311694,151398,160296
"서울특별시",노원구,503734,242145,261589
"서울특별시",은평구,466746,222592,244154
"서울특별시",서대문구,306337,145816,160521
"서울특별시",마포구,364638,171043,193595
"서울특별시",양천구,440881,215682,225199
"서울특별시",강서구,569166,273203,295963
"서울특별시",구로구,395315,194274,201041
"서울특별시",금천구,229642,115786,113856
"서울특별시",영등포구,375675,184660,191015
"서울특별시",동작구,380596,184030,196566
"서울특별시",관악구,486752,244748,242004
"서울특별시",서초구,404325,193159,211166
"서울특별시",강남구,529102,253072,276030
"서울특별시",송파구,658801,317180,341621
"서울특별시",강동구,460067,225221,234846
"부산광역시",소계,3317812,1619915,1697897
"부산광역시",중구,39689,19239,20450
"부산광역시",서구,105192,50801,54391
"부산광역시",동구,86462,42249,44213
"부산광역시",영도구,108156,53223,54933
"부산광역시",부산진구,355917,171141,184776
"부산광역시",동래구,273226,132296,140930
"부산광역시",남구,256333,125118,131215
"부산광역시",북구,278857,137274,141583
"부산광역시",해운대구,386785,185514,201271
"부산광역시",사하구,301987,150009,151978
"부산광역시",금정구,221256,108085,113171
"부산광역시",강서구,143207,74248,68959
"부산광역시",연제구,203536,97604,105932
"부산광역시",수영구,174806,82144,92662
"부산광역시",사상구,203789,102544,101245
"부산광역시",기장군,178614,88426,90188
"대구광역시",소계,2363691,1162865,1200826
"대구광역시",중구,80199,38460,41739
"대구광역시",동구,339530,166741,172789
"대구광역시",서구,159827,79580,80247
"대구광역시",남구,141519,67842,73677
"대구광역시",북구,430912,214151,216761
"대구광역시",수성구,411553,198731,212822
"대구광역시",달서구,536989,263961,273028
"대구광역시",달성군,263162,133399,129763
"인천광역시",소계,2967314,1485175,1482139
"인천광역시",중구,152931,79359,73572
"인천광역시",중구영종출장소,0,0,0
"인천광역시",중구용유출장소,0,0,0
"인천광역시",동구,58999,29691,29308
"인천광역시",미추홀구,406004,204354,201650
"인천광역시",연수구,385796,191405,194391
"인천광역시",남동구,506181,251394,254787
"인천광역시",부평구,489118,241285,247833
"인천광역시",계양구,288856,143881,144975
"인천광역시",서구,589013,297120,291893
"인천광역시",서구검단출장소,0,0,0
"인천광역시",강화군,69803,34918,34885
"인천광역시",옹진군,20613,11768,8845
"광주광역시",소계,1431050,707299,723751
"광주광역시",동구,105909,52305,53604
"광주광역시",서구,287401,140726,146675
"광주광역시",남구,212379,101881,110498
"광주광역시",북구,424707,210416,214291
"광주광역시",광산구,400654,201971,198683
"대전광역시",소계,1446072,721245,724827
"대전광역시",동구,219751,110590,109161
"대전광역시",중구,227108,111703,115405
"대전광역시",서구,470374,230998,239376
"대전광역시",유성구,356093,180166,175927
"대전광역시",대덕구,172746,87788,84958
"울산광역시",소계,1110663,570368,540295
"울산광역시",중구,208132,105257,102875
"울산광역시",남구,310638,158374,152264
"울산광역시",동구,151711,79162,72549
"울산광역시",북구,218670,112993,105677
"울산광역시",울주군,221512,114582,106930
"세종특별자치시",소계,383591,191389,192202
"세종특별자치시",세종시,383591,191389,192202
"경기도",소계,13589432,6839276,6750156
"경기도",수원시,1190964,599619,591345
"경기도",장안구,270524,136095,134429
"경기도",권선구,367446,185682,181764
"경기도",팔달구,192610,96997,95613
